,Level_A,Level_B,Level_C,Level_D,ids
43,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],NGO_0758 ribulose-phosphate 3-epimerase	K01783 rpe; ribulose-phosphate 3-epimerase [EC:5.1.3.1],NGO0758
44,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],NGO_1028 transketolase	K00615 E2.2.1.1; transketolase [EC:2.2.1.1],NGO1028
45,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],NGO_1610 transaldolase	K00616 E2.2.1.2; transaldolase [EC:2.2.1.2],NGO1610
46,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],NGO_0970 ribose 5-phosphate isomerase	K01807 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6],NGO0970
47,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],NGO_0375 phosphoglucomutase	K01835 pgm; phosphoglucomutase [EC:5.4.2.2],NGO0375
48,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],NGO_0441 ribose-phosphate pyrophosphokinase	K00948 PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1],NGO0441
49,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],NGO_0714 phosphogluconate dehydratase	K01690 edd; phosphogluconate dehydratase [EC:4.2.1.12],NGO0714
50,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],NGO_0713 2-dehydro-3-deoxyphosphogluconate aldolase	K01625 eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],NGO0713
51,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],NGO_2076 gluconokinase	K00851 idnK; gluconokinase [EC:2.7.1.12],NGO2076
52,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],"NGO_0034 fructose-1	K01624 FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",NGO0034
53,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ngo00030],"NGO_0862 fructose 1	K03841 FBP; fructose-1,6-bisphosphatase I [EC:3.1.3.11]",NGO0862
54,09100 Metabolism,09101 Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ngo00040],NGO_0220 UTP--glucose-1-phosphate uridylyltransferase	K00963 UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9],NGO0220
55,09100 Metabolism,09101 Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ngo00040],NGO_0758 ribulose-phosphate 3-epimerase	K01783 rpe; ribulose-phosphate 3-epimerase [EC:5.1.3.1],NGO0758
56,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ngo00051],"NGO_0862 fructose 1	K03841 FBP; fructose-1,6-bisphosphatase I [EC:3.1.3.11]",NGO0862
57,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ngo00051],"NGO_0034 fructose-1	K01624 FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",NGO0034
58,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ngo00051],NGO_0017 triosephosphate isomerase	K01803 TPI; triosephosphate isomerase (TIM) [EC:5.3.1.1],NGO0017
60,09100 Metabolism,09101 Carbohydrate metabolism,00052 Galactose metabolism [PATH:ngo00052],NGO_1896 UDP-glucose 4-epimerase	K01784 galE; UDP-glucose 4-epimerase [EC:5.1.3.2],NGO1896
61,09100 Metabolism,09101 Carbohydrate metabolism,00052 Galactose metabolism [PATH:ngo00052],NGO_0220 UTP--glucose-1-phosphate uridylyltransferase	K00963 UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9],NGO0220
62,09100 Metabolism,09101 Carbohydrate metabolism,00052 Galactose metabolism [PATH:ngo00052],NGO_0375 phosphoglucomutase	K01835 pgm; phosphoglucomutase [EC:5.4.2.2],NGO0375
63,09100 Metabolism,09101 Carbohydrate metabolism,00052 Galactose metabolism [PATH:ngo00052],NGO_0717 glucokinase	K00845 glk; glucokinase [EC:2.7.1.2],NGO0717
64,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ngo00500],NGO_0220 UTP--glucose-1-phosphate uridylyltransferase	K00963 UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9],NGO0220
65,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ngo00500],NGO_0375 phosphoglucomutase	K01835 pgm; phosphoglucomutase [EC:5.4.2.2],NGO0375
66,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ngo00500],NGO_0717 glucokinase	K00845 glk; glucokinase [EC:2.7.1.2],NGO0717
67,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ngo00500],NGO_1668 glucose-6-phosphate isomerase	K01810 GPI; glucose-6-phosphate isomerase [EC:5.3.1.9],NGO1668
68,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ngo00500],NGO_0719 glucose-6-phosphate isomerase	K01810 GPI; glucose-6-phosphate isomerase [EC:5.3.1.9],NGO0719
69,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_0135 beta-hexosaminidase	K01207 nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52],NGO0135
70,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_2045 glucosamine--fructose-6-phosphate aminotransferase	K00820 glmS; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],NGO2045
71,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_1341 glmM; phosphoglucosamine mutase	K03431 glmM; phosphoglucosamine mutase [EC:5.4.2.10],NGO1341
72,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_2053 glmU; bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	K04042 glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157],NGO2053
73,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_1583 anhydro-N-acetylmuramic acid kinase	K09001 anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170],NGO1583
74,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_0203 phosphoglycolate phosphatase	K22292 mupP; N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105],NGO0203
76,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_0060 mannose-1-phosphate guanylyltransferase	K00992 murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99],NGO0060
77,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_1918 UDP-N-acetylglucosamine 1-carboxyvinyltransferase	K00790 murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],NGO1918
78,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_0394 UDP-N-acetylenolpyruvoylglucosamine reductase	K00075 murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],NGO0394
79,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_0717 glucokinase	K00845 glk; glucokinase [EC:2.7.1.2],NGO0717
80,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_0375 phosphoglucomutase	K01835 pgm; phosphoglucomutase [EC:5.4.2.2],NGO0375
81,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_0220 UTP--glucose-1-phosphate uridylyltransferase	K00963 UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9],NGO0220
82,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_1896 UDP-glucose 4-epimerase	K01784 galE; UDP-glucose 4-epimerase [EC:5.1.3.2],NGO1896
84,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_1668 glucose-6-phosphate isomerase	K01810 GPI; glucose-6-phosphate isomerase [EC:5.3.1.9],NGO1668
85,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],NGO_0719 glucose-6-phosphate isomerase	K01810 GPI; glucose-6-phosphate isomerase [EC:5.3.1.9],NGO0719
86,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ngo00520],"NGO_0659 CDP-6-deoxy-delta-3	K00523 ascD; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]",NGO0659
87,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0565 aceE; pyruvate dehydrogenase	K00163 aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1],NGO0565
88,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0564 dihydrolipoamide acetyltransferase	K00627 DLAT; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12],NGO0564
89,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0562 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0562
90,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0915 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0915
91,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0925 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0925
92,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],"NGO_1442 adhP; ethanol-active dehydrogenase/acetaldehyde-active reductase	K13953 adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",NGO1442
93,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_1521 acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NGO1521
94,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0977 acetate kinase	K00925 ackA; acetate kinase [EC:2.7.2.1],NGO0977
95,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0214 phosphate acetyltransferase	K13788 pta; phosphate acetyltransferase [EC:2.3.1.8],NGO0214
96,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_1881 pyruvate kinase	K00873 PK; pyruvate kinase [EC:2.7.1.40],NGO1881
97,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0821 acetyl-CoA carboxylase subunit alpha	K01962 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],NGO0821
98,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0045 acetyl-CoA carboxylase	K02160 accB; acetyl-CoA carboxylase biotin carboxyl carrier protein,NGO0045
99,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],"NGO_0044 acetyl-CoA carboxylase	K01961 accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",NGO0044
100,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0249 acetyl-CoA carboxylase subunit beta	K01963 accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],NGO0249
101,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0639 lldD; lactate dehydrogenase	K00101 lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3],NGO0639
102,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_1336 lactate dehydrogenase	K03778 ldhA; D-lactate dehydrogenase [EC:1.1.1.28],NGO1336
103,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0890 lactate dehydrogenase	K03777 dld; D-lactate dehydrogenase (quinone) [EC:1.1.5.12],NGO0890
105,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_1187 hydroxyacylglutathione hydrolase	K01069 gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6],NGO1187
106,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_2033 metallo-beta-lactamase	K01069 gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6],NGO2033
107,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_1980 malate:quinone oxidoreductase	K00116 mqo; malate dehydrogenase (quinone) [EC:1.1.5.4],NGO1980
108,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],"NGO_1029 fumarate hydratase	K01679 E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]",NGO1029
109,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_2020 phosphoenolpyruvate carboxylase	K01595 ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31],NGO2020
110,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],"NGO_0200 phosphoenolpyruvate synthase	K01007 pps; pyruvate, water dikinase [EC:2.7.9.2]",NGO0200
111,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ngo00620],NGO_0848 2-isopropylmalate synthase	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13],NGO0848
112,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_0918 gltA; type II citrate synthase	K01647 CS; citrate synthase [EC:2.3.3.1],NGO0918
113,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_1231 bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	K01682 acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],NGO1231
114,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_1767 catalase	K03781 katE; catalase [EC:1.11.1.6],NGO1767
115,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_0073 phosphatase	K01091 gph; phosphoglycolate phosphatase [EC:3.1.3.18],NGO0073
116,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_1052 phosphoglycolate phosphatase	K01091 gph; phosphoglycolate phosphatase [EC:3.1.3.18],NGO1052
117,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_1600 glutamine synthetase	K01915 glnA; glutamine synthetase [EC:6.3.1.2],NGO1600
118,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_0866 glyA; serine hydroxymethyltransferase	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1],NGO0866
119,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ngo00630],NGO_1325 glycine dehydrogenase	K00281 GLDC; glycine dehydrogenase [EC:1.4.4.2],NGO1325
