NMB0018	NGO_10975	74.590	122	26	2	50	171	111	227	4.06e-58	177
NMB0018	NGO_10975	75.258	97	24	0	73	169	1	97	7.28e-47	149
NMB0018	NGO_10980	69.841	126	33	2	46	171	1	121	4.01e-57	171
NMB0018	NGO_11155	71.074	121	27	2	50	169	101	214	2.11e-53	166
NMB0018	NGO_11155	73.626	91	20	1	79	169	1	87	2.07e-37	125
NMB0018	NGO_10995	71.000	100	24	3	73	169	1	98	3.84e-41	132
NMB0018	NGO_10995	69.231	26	8	0	50	75	112	137	6.40e-07	43.1
NMB0018	NGO_11125	68.687	99	25	2	73	171	1	93	5.06e-41	129
NMB0018	NGO_11105	70.526	95	23	2	77	171	15	104	5.40e-40	127
NMB0018	NGO_11150	67.347	98	28	2	74	171	3	96	3.81e-39	125
NMB0018	NGO_1441	45.455	66	32	2	1	64	1	64	2.13e-13	60.1
NMB0018	NGO_0456	30.252	119	74	2	5	115	8	125	1.80e-10	52.8
NMB0018	NGO_1177	31.884	69	43	2	3	69	2	68	6.03e-08	45.8
NMB0019	NGO_11165	72.868	129	30	3	1	125	1	128	2.54e-60	178
NMB0019	NGO_11140	74.603	126	30	2	1	125	18	142	4.69e-60	178
NMB0019	NGO_07995	72.441	127	28	3	1	121	1	126	1.73e-59	176
NMB0019	NGO_11130	71.094	128	34	2	1	126	1	127	3.62e-57	174
NMB0019	NGO_11130	73.729	118	26	3	5	121	137	250	2.76e-51	159
NMB0019	NGO_10985	73.109	119	31	1	1	118	18	136	4.86e-57	170
NMB0019	NGO_11115	70.588	119	35	0	1	119	18	136	7.14e-57	170
NMB0019	NGO_10980	71.074	121	32	2	1	121	1	118	1.62e-55	166
NMB0019	NGO_11155	67.939	131	32	2	5	132	101	224	5.68e-55	169
NMB0019	NGO_11155	73.626	91	22	1	34	124	1	89	2.10e-38	126
NMB0019	NGO_10975	71.795	117	30	1	5	121	111	224	2.12e-54	166
NMB0019	NGO_10975	74.257	101	24	2	28	126	1	101	6.38e-46	145
NMB0019	NGO_10995	67.647	102	30	1	28	126	1	102	2.45e-43	136
NMB0019	NGO_10995	65.385	26	9	0	5	30	112	137	2.44e-06	40.8
NMB0019	NGO_11150	68.421	95	27	2	28	121	1	93	1.38e-37	119
NMB0019	NGO_11125	69.565	92	22	3	28	118	1	87	2.64e-37	119
NMB0019	NGO_11105	66.667	90	27	1	32	121	15	101	2.68e-37	119
NMB0020	NGO_11140	71.774	124	33	2	1	123	18	140	1.79e-57	171
NMB0020	NGO_10980	75.862	116	25	2	1	116	1	113	2.05e-57	170
NMB0020	NGO_11165	67.969	128	34	2	1	123	1	126	4.55e-56	167
NMB0020	NGO_10975	76.786	112	23	2	5	116	111	219	2.72e-55	168
NMB0020	NGO_10975	72.527	91	23	1	28	116	1	91	8.66e-42	134
NMB0020	NGO_11130	69.355	124	33	2	1	121	1	122	1.36e-53	165
NMB0020	NGO_11130	71.681	113	27	3	5	116	137	245	6.00e-48	150
NMB0020	NGO_07995	71.074	121	30	4	1	116	1	121	1.02e-52	158
NMB0020	NGO_11115	70.940	117	32	2	1	116	18	133	1.20e-52	159
NMB0020	NGO_10985	69.106	123	31	4	1	119	18	137	7.48e-52	157
NMB0020	NGO_11155	65.179	112	35	2	5	116	101	208	2.48e-43	138
NMB0020	NGO_11155	72.289	83	21	1	34	116	1	81	2.59e-32	110
NMB0020	NGO_10995	69.565	92	25	2	28	116	1	92	4.16e-38	122
NMB0020	NGO_10995	65.385	26	9	0	5	30	112	137	1.86e-06	40.8
NMB0020	NGO_11150	71.875	96	22	4	28	121	1	93	6.06e-38	120
NMB0020	NGO_11105	71.765	85	21	2	32	116	15	96	5.20e-37	118
NMB0020	NGO_11125	67.416	89	25	1	28	116	1	85	9.19e-36	114
NMB0021	NGO_11165	69.173	133	24	3	1	123	1	126	1.46e-57	171
NMB0021	NGO_11140	70.400	125	33	3	1	123	18	140	4.41e-55	165
NMB0021	NGO_10980	71.795	117	28	2	1	116	1	113	1.38e-54	163
NMB0021	NGO_10985	69.231	117	35	1	1	116	18	134	2.16e-54	163
NMB0021	NGO_07995	69.421	121	32	3	1	116	1	121	6.17e-54	161
NMB0021	NGO_11115	68.103	116	37	0	1	116	18	133	7.61e-53	159
NMB0021	NGO_11130	68.548	124	34	2	1	121	1	122	7.25e-52	160
NMB0021	NGO_11130	73.451	113	25	3	5	116	137	245	3.57e-48	151
NMB0021	NGO_10975	70.536	112	30	1	5	116	111	219	2.83e-51	158
NMB0021	NGO_10975	71.429	91	24	1	28	116	1	91	1.79e-39	128
NMB0021	NGO_11155	69.828	116	23	2	5	116	101	208	1.32e-48	152
NMB0021	NGO_11155	78.313	83	16	1	34	116	1	81	1.06e-34	116
NMB0021	NGO_11125	67.416	89	25	1	28	116	1	85	1.86e-36	116
NMB0021	NGO_10995	65.217	92	29	1	28	116	1	92	8.27e-36	117
NMB0021	NGO_10995	69.231	26	8	0	5	30	112	137	4.21e-07	42.4
NMB0021	NGO_11105	68.235	85	24	1	32	116	15	96	1.80e-35	114
NMB0021	NGO_11150	65.517	87	26	2	31	116	5	88	5.33e-33	107
NMB0022	NGO_11140	65.094	106	30	4	5	108	40	140	2.78e-38	122
NMB0022	NGO_11130	74.713	87	19	2	5	90	155	239	1.32e-36	120
NMB0022	NGO_11130	69.663	89	24	1	5	90	23	111	7.16e-35	116
NMB0022	NGO_10985	74.444	90	18	3	5	90	40	128	5.89e-36	116
NMB0022	NGO_10995	70.930	86	20	1	10	90	1	86	9.27e-36	116
NMB0022	NGO_10975	77.647	85	15	3	10	90	1	85	1.08e-35	118
NMB0022	NGO_10975	76.316	76	18	0	5	80	129	204	8.59e-35	115
NMB0022	NGO_11115	76.316	76	17	1	5	79	40	115	2.07e-34	112
NMB0022	NGO_11155	80.000	75	15	0	16	90	1	75	3.53e-34	114
NMB0022	NGO_11155	56.604	106	43	1	5	107	119	224	2.66e-32	109
NMB0022	NGO_11165	62.385	109	31	5	5	108	23	126	3.66e-34	111
NMB0022	NGO_07995	69.149	94	20	4	5	90	23	115	7.90e-34	110
NMB0022	NGO_11125	71.605	81	21	1	10	90	1	79	1.00e-33	108
NMB0022	NGO_10980	58.947	95	35	1	5	95	23	117	1.14e-33	109
NMB0022	NGO_11105	68.831	77	23	1	14	90	15	90	1.54e-30	101
NMB0022	NGO_11150	66.667	75	25	0	16	90	8	82	1.65e-29	98.2
NMB0023	NGO_10980	76.667	120	26	1	1	120	1	118	1.94e-63	186
NMB0023	NGO_10975	79.310	116	22	1	5	120	111	224	1.38e-61	184
NMB0023	NGO_10975	72.727	99	24	2	28	123	1	99	2.19e-44	141
NMB0023	NGO_07995	75.591	127	23	4	1	120	1	126	1.01e-60	179
NMB0023	NGO_11165	71.094	128	33	1	1	124	1	128	1.94e-60	178
NMB0023	NGO_11130	72.000	125	33	1	1	123	1	125	2.18e-59	180
NMB0023	NGO_11130	73.504	117	27	3	5	120	137	250	7.06e-52	161
NMB0023	NGO_11115	73.729	118	30	1	1	117	18	135	6.06e-59	175
NMB0023	NGO_11140	70.400	125	36	1	1	124	18	142	1.20e-57	172
NMB0023	NGO_10985	74.167	120	27	3	1	117	18	136	2.47e-56	168
NMB0023	NGO_11155	69.291	127	36	1	5	131	101	224	4.67e-56	171
NMB0023	NGO_11155	76.667	90	20	1	34	123	1	89	1.52e-40	132
NMB0023	NGO_11105	77.907	86	17	1	32	117	15	98	8.23e-44	135
NMB0023	NGO_10995	69.903	103	25	2	28	125	1	102	9.13e-44	137
NMB0023	NGO_10995	73.077	26	7	0	5	30	112	137	2.58e-07	43.1
NMB0023	NGO_11125	75.556	90	19	1	28	117	1	87	2.30e-43	134
NMB0023	NGO_11150	73.864	88	20	2	34	120	8	93	9.22e-40	125
NMB0024	NGO_11155	69.853	136	34	1	5	140	119	247	1.75e-61	187
NMB0024	NGO_11155	68.085	94	25	1	16	109	1	89	6.78e-38	127
NMB0024	NGO_11140	72.816	103	23	2	5	106	40	138	3.00e-45	143
NMB0024	NGO_10995	65.217	115	33	1	10	124	1	108	7.33e-45	142
NMB0024	NGO_10975	72.000	100	27	1	10	109	1	99	1.09e-43	142
NMB0024	NGO_10975	72.549	102	22	2	5	106	129	224	5.55e-43	140
NMB0024	NGO_11130	64.167	120	34	2	5	124	23	133	3.18e-43	141
NMB0024	NGO_11130	71.845	103	21	3	5	106	155	250	4.12e-40	133
NMB0024	NGO_11115	70.588	102	23	2	5	104	40	136	1.58e-42	136
NMB0024	NGO_11165	66.667	102	34	0	5	106	23	124	3.30e-42	135
NMB0024	NGO_10985	70.000	100	26	2	5	103	40	136	1.63e-41	133
NMB0024	NGO_10980	68.687	99	25	1	5	103	23	115	2.07e-41	132
NMB0024	NGO_11150	68.687	99	25	2	10	107	1	94	2.59e-39	126
NMB0024	NGO_07995	65.385	104	34	2	5	106	23	126	4.45e-39	127
NMB0024	NGO_11105	71.429	91	20	2	14	104	15	99	1.51e-38	124
NMB0024	NGO_11125	68.085	94	23	1	10	103	1	87	3.76e-38	123
NMB0025	NGO_10975	68.304	224	48	5	10	216	1	218	1.60e-100	287
NMB0025	NGO_10975	73.000	100	22	3	5	102	129	225	4.15e-40	133
NMB0025	NGO_11130	66.957	230	50	6	5	216	23	244	5.86e-96	276
NMB0025	NGO_11130	64.912	114	38	1	109	222	11	122	2.78e-45	147
NMB0025	NGO_11130	75.758	99	21	2	5	102	155	251	3.09e-43	142
NMB0025	NGO_11155	66.977	215	51	2	16	217	1	208	1.40e-92	268
NMB0025	NGO_11155	64.348	115	29	2	5	114	119	226	3.08e-40	134
NMB0025	NGO_10995	64.964	137	30	3	10	128	1	137	4.83e-54	167
NMB0025	NGO_10995	69.231	91	28	0	126	216	1	91	2.64e-36	122
NMB0025	NGO_11165	69.828	116	35	0	109	224	11	126	5.75e-53	163
NMB0025	NGO_11165	71.845	103	22	2	5	101	23	124	1.80e-43	139
NMB0025	NGO_11115	71.028	107	28	1	110	216	29	132	5.11e-49	153
NMB0025	NGO_11115	71.000	100	27	1	5	102	40	139	6.78e-44	140
NMB0025	NGO_10980	71.296	108	25	1	109	216	11	112	6.34e-49	152
NMB0025	NGO_10980	69.388	98	29	1	5	102	23	119	1.14e-40	131
NMB0025	NGO_07995	70.000	110	31	2	109	216	11	120	7.48e-48	150
NMB0025	NGO_07995	66.667	105	28	2	5	102	23	127	4.98e-41	132
NMB0025	NGO_11140	65.517	116	35	2	110	224	29	140	1.27e-45	145
NMB0025	NGO_11140	71.717	99	26	2	5	101	40	138	2.64e-41	134
NMB0025	NGO_10985	69.444	108	29	3	110	216	29	133	6.22e-45	143
NMB0025	NGO_10985	70.192	104	22	4	5	102	40	140	2.40e-39	129
NMB0025	NGO_11125	70.968	93	25	1	10	102	1	91	3.72e-41	132
NMB0025	NGO_11125	68.132	91	22	1	126	216	1	84	5.03e-36	119
NMB0025	NGO_11105	70.330	91	22	3	14	102	15	102	1.16e-35	118
NMB0025	NGO_11105	70.115	87	20	2	130	216	15	95	3.84e-35	117
NMB0025	NGO_11150	68.478	92	25	3	13	102	5	94	1.73e-35	117
NMB0025	NGO_11150	67.059	85	23	2	132	216	8	87	9.31e-33	110
NMB0026	NGO_10975	76.623	77	18	0	1	77	26	102	8.58e-40	128
NMB0026	NGO_10975	73.611	72	14	2	1	72	159	225	2.71e-30	104
NMB0026	NGO_10995	75.000	80	15	3	1	77	26	103	7.44e-37	119
NMB0026	NGO_11130	73.077	78	18	2	1	77	53	128	3.93e-33	112
NMB0026	NGO_11130	75.000	72	12	3	1	72	186	251	3.03e-29	102
NMB0026	NGO_11165	72.603	73	17	2	1	71	53	124	1.74e-30	102
NMB0026	NGO_11115	72.222	72	18	2	1	72	70	139	1.90e-30	102
NMB0026	NGO_11140	71.831	71	17	2	1	71	71	138	4.73e-30	101
NMB0026	NGO_07995	66.216	74	23	1	1	72	54	127	5.04e-30	100
NMB0026	NGO_11150	72.222	72	16	2	1	72	27	94	9.68e-30	99.0
NMB0026	NGO_11105	69.444	72	17	2	1	72	36	102	4.12e-29	97.8
NMB0026	NGO_10985	71.233	73	17	3	1	72	71	140	1.25e-28	97.8
NMB0026	NGO_10980	68.919	74	14	3	1	72	53	119	2.83e-28	96.3
NMB0026	NGO_11155	66.234	77	22	1	1	77	20	92	3.87e-28	99.4
NMB0026	NGO_11155	64.557	79	20	2	1	78	149	220	4.00e-28	99.4
NMB0026	NGO_11125	66.667	72	18	2	1	72	26	91	8.29e-28	94.0
NMB0026	NGO_1461	71.429	21	6	0	92	112	107	127	3.65e-04	34.3
NMB0027	NGO_1225	44.340	106	57	1	2	107	149	252	2.35e-20	79.0
NMB0029	NGO_2043	94.286	105	6	0	214	318	1	105	8.79e-67	201
NMB0029	NGO_1336	32.283	254	150	5	66	304	69	315	1.65e-32	119
NMB0030	NGO_2044	95.335	686	31	1	1	686	1	685	0.0	1370
NMB0030	NGO_0006	22.458	236	142	4	4	235	34	232	5.89e-08	51.6
NMB0030	NGO_0069	35.593	59	38	0	4	62	50	108	3.20e-06	46.2
NMB0030	NGO_1993	42.857	56	30	2	330	384	273	327	4.53e-05	42.0
NMB0031	NGO_2045	97.553	613	15	0	1	613	1	613	0.0	1220
NMB0031	NGO_0263	29.834	181	110	8	1	165	1	180	7.98e-12	63.5
NMB0032	NGO_2047	92.529	174	11	2	3	176	1	172	9.14e-115	319
NMB0033	NGO_2048	95.928	442	18	0	1	442	1	442	0.0	879
NMB0034	NGO_11030	100.000	26	0	0	8	33	1	26	2.21e-11	53.5
NMB0035	NGO_2050	96.144	389	15	0	1	389	1	389	0.0	730
NMB0036	NGO_2051	95.024	422	21	0	1	422	1	422	0.0	828
NMB0037	NGO_2052	98.182	110	2	0	1	110	1	110	1.30e-79	225
NMB0038	NGO_2053	92.998	457	32	0	1	457	1	457	0.0	847
NMB0038	NGO_1806	31.250	144	85	6	284	421	15	150	9.62e-06	42.7
NMB0038	NGO_1803	24.581	179	107	4	266	438	149	305	4.48e-04	38.1
NMB0039	NGO_2054	94.505	91	5	0	1	91	1	91	5.81e-64	184
NMB0040	NGO_2055	92.704	233	17	0	1	233	1	233	2.96e-163	447
NMB0040	NGO_0203	25.543	184	125	5	9	186	6	183	4.21e-06	42.4
NMB0041	NGO_2056	98.204	334	6	0	1	334	1	334	0.0	665
NMB0042	NGO_2057	98.587	283	4	0	1	283	1	283	0.0	561
NMB0043	NGO_2058	98.148	162	2	1	1	162	1	161	2.53e-115	319
NMB0044	NGO_2059	97.514	523	13	0	1	523	1	523	0.0	1065
NMB0044	NGO_2124	27.703	148	88	4	25	158	3	145	1.01e-07	47.8
NMB0044	NGO_1923	23.333	120	86	3	45	162	30	145	7.01e-04	36.6
NMB0044	NGO_0057	26.515	132	79	6	29	158	36	151	7.23e-04	36.6
NMB0045	NGO_2060	95.498	422	19	0	1	422	1	422	0.0	797
NMB0045	NGO_1700	38.710	217	124	4	196	410	76	285	6.12e-38	139
NMB0047	NGO_1911	97.895	95	2	0	1	95	1	95	7.78e-67	191
NMB0050	NGO_1910	95.537	717	32	0	1	717	1	717	0.0	1412
NMB0051	NGO_1909	98.533	409	6	0	1	409	1	409	0.0	836
NMB0051	NGO_0346	45.994	337	182	0	51	387	25	361	2.54e-116	340
NMB0051	NGO_1908	34.154	325	214	0	51	375	15	339	6.06e-76	236
NMB0051	NGO_1673	34.839	155	75	5	158	304	307	443	6.28e-20	87.4
NMB0052	NGO_1908	98.276	348	6	0	1	348	1	348	0.0	696
NMB0052	NGO_0346	40.896	335	196	2	12	345	22	355	1.63e-84	256
NMB0052	NGO_1909	33.837	331	219	0	15	345	51	381	3.42e-75	234
NMB0052	NGO_1673	32.727	275	155	9	12	270	185	445	1.72e-30	117
NMB0052	NGO_0679	24.299	107	61	2	247	333	147	253	5.78e-04	37.4
NMB0053	NGO_1907	95.633	229	10	0	1	229	1	229	1.49e-164	449
NMB0054	NGO_1906	92.647	136	10	0	1	136	1	136	1.50e-92	259
NMB0055	NGO_1905	96.970	264	8	0	1	264	1	264	0.0	519
NMB0056	NGO_1904	97.122	139	4	0	1	139	1	139	8.48e-100	278
NMB0057	NGO_1902	70.408	98	1	1	50	119	1	98	1.53e-37	119
NMB0057	NGO_1304	70.408	98	1	1	50	119	1	98	1.53e-37	119
NMB0057	NGO_1178	69.000	100	1	1	50	119	1	100	3.17e-37	118
NMB0059	NGO_1901	98.663	374	5	0	1	374	1	374	0.0	756
NMB0059	NGO_0551	69.231	65	20	0	3	67	2	66	3.90e-25	98.2
NMB0060	NGO_1900	97.623	673	16	0	1	673	1	673	0.0	1301
NMB0062	NGO_1898	88.927	289	32	0	1	289	1	289	0.0	539
NMB0062	NGO_0060	31.973	147	85	4	1	140	1	139	2.77e-12	60.8
NMB0062	NGO_0220	23.504	234	136	8	2	199	6	232	2.70e-10	55.8
NMB0063	NGO_1897	91.150	339	30	0	2	340	7	345	0.0	651
NMB0063	NGO_1896	26.599	297	165	14	4	268	3	278	9.15e-12	61.2
NMB0063	NGO_0403	26.071	280	153	13	4	259	3	252	4.46e-06	43.5
NMB0064	NGO_1896	81.306	337	63	0	4	340	3	339	0.0	579
NMB0064	NGO_1897	26.685	356	214	12	2	333	7	339	3.43e-18	80.1
NMB0064	NGO_0403	25.000	336	215	15	4	328	3	312	1.54e-11	60.5
NMB0064	NGO_0083	24.365	197	119	7	2	187	280	457	8.29e-05	40.0
NMB0066	NGO_0272	28.685	251	152	9	7	237	9	252	2.42e-23	91.3
NMB0074	NGO_1399	27.803	223	144	6	2	209	11	231	2.25e-20	83.2
NMB0074	NGO_2137	29.386	228	130	7	1	202	22	244	1.28e-18	77.8
NMB0074	NGO_0215	26.724	232	137	9	2	209	5	227	2.49e-14	66.6
NMB0074	NGO_1434	27.861	201	137	3	1	199	2	196	3.61e-14	65.1
NMB0074	NGO_0781	26.291	213	132	8	1	203	312	509	3.66e-14	66.6
NMB0074	NGO_0781	26.590	173	92	6	9	148	5	175	3.98e-08	48.9
NMB0074	NGO_2013	25.446	224	142	8	1	204	3	221	5.38e-14	64.7
NMB0074	NGO_2039	25.871	201	134	6	16	201	12	212	1.52e-13	64.3
NMB0074	NGO_0192	24.123	228	152	5	8	214	9	236	8.78e-13	62.4
NMB0074	NGO_1922	26.923	234	117	8	1	199	1	215	8.53e-12	58.2
NMB0074	NGO_0445	24.454	229	147	7	2	209	3	226	2.06e-11	58.2
NMB0074	NGO_1573	30.935	139	86	4	1	134	326	459	4.74e-11	57.4
NMB0074	NGO_1573	47.727	44	23	0	18	61	20	63	1.77e-07	46.6
NMB0074	NGO_1605	24.528	212	137	5	4	197	10	216	1.21e-09	52.4
NMB0074	NGO_0764	25.000	196	114	7	2	179	324	504	2.75e-09	52.0
NMB0074	NGO_0764	30.645	62	39	1	1	62	1	58	5.71e-06	42.4
NMB0074	NGO_0870	38.710	62	34	1	1	62	3	60	9.73e-09	50.4
NMB0074	NGO_0870	24.242	198	127	6	18	202	332	519	1.88e-08	49.7
NMB0074	NGO_1732	24.783	230	133	8	2	201	364	583	1.04e-08	50.4
NMB0074	NGO_00680	45.238	42	23	0	21	62	186	227	1.30e-08	49.7
NMB0074	NGO_2116	28.205	156	85	4	16	148	17	168	3.67e-08	48.1
NMB0074	NGO_2088	24.242	231	122	9	1	197	1	212	2.58e-07	45.8
NMB0074	NGO_0374	21.778	225	142	6	1	197	1	219	5.92e-07	44.7
NMB0074	NGO_0770	35.938	64	37	2	1	62	5	66	8.72e-07	43.9
NMB0074	NGO_2165	21.182	203	134	6	21	201	393	591	9.53e-07	44.7
NMB0074	NGO_0170	23.232	198	127	6	18	196	25	216	9.62e-07	43.9
NMB0074	NGO_0269	23.923	209	128	8	20	203	16	218	1.03e-06	43.9
NMB0074	NGO_1439	28.333	60	43	0	1	60	3	62	3.49e-05	40.0
NMB0075	NGO_1895	96.834	758	24	0	1	758	1	758	0.0	1486
NMB0075	NGO_0604	37.895	95	56	3	634	726	187	280	3.73e-13	68.2
NMB0075	NGO_0604	47.826	69	33	2	643	709	281	348	1.60e-10	60.1
NMB0075	NGO_0604	35.897	78	44	3	643	716	368	443	2.66e-05	43.1
NMB0075	NGO_1891	88.235	34	2	1	586	619	1	32	4.89e-13	61.6
NMB0075	NGO_0335	39.773	88	48	4	631	714	612	698	7.20e-08	51.6
NMB0075	NGO_0801	30.827	133	65	4	638	744	637	768	2.58e-06	46.6
NMB0075	NGO_1178	38.776	49	30	0	484	532	20	68	7.84e-04	35.4
NMB0077	NGO_1893	97.368	114	3	0	3	116	1	114	2.04e-80	235
NMB0078	NGO_1896	85.507	207	30	0	13	219	133	339	3.48e-136	381
NMB0078	NGO_1893	94.118	17	1	0	1	17	130	146	1.17e-04	38.1
NMB0078	NGO_0403	24.742	194	113	7	27	207	139	312	1.31e-04	37.7
NMB0079	NGO_1897	91.150	339	30	0	2	340	7	345	0.0	651
NMB0079	NGO_1896	26.599	297	165	14	4	268	3	278	9.15e-12	61.2
NMB0079	NGO_0403	26.071	280	153	13	4	259	3	252	4.46e-06	43.5
NMB0080	NGO_1898	88.927	289	32	0	1	289	1	289	0.0	539
NMB0080	NGO_0060	31.973	147	85	4	1	140	1	139	2.77e-12	60.8
NMB0080	NGO_0220	23.504	234	136	8	2	199	6	232	2.70e-10	55.8
NMB0081	NGO_10165	76.705	176	41	0	6	181	1	176	9.30e-104	292
NMB0085	NGO_1890	97.778	405	9	0	1	405	1	405	0.0	787
NMB0086	NGO_1889	95.870	339	14	0	1	339	1	339	0.0	639
NMB0087	NGO_1888	95.455	66	3	0	1	66	1	66	6.64e-43	129
NMB0088	NGO_10090	87.868	272	28	3	198	467	1	269	2.11e-165	463
NMB0088	NGO_10085	97.391	115	3	0	75	189	1	115	2.05e-77	233
NMB0089	NGO_1881	99.185	491	4	0	1	491	1	491	0.0	984
NMB0102	NGO_1880	96.532	173	6	0	1	173	12	184	3.59e-117	325
NMB0103	NGO_1879	98.788	165	2	0	1	165	33	197	2.39e-123	341
NMB0103	NGO_0427	69.512	164	48	1	1	164	55	216	1.58e-84	244
NMB0103	NGO_1395	68.553	159	50	0	1	159	52	210	4.82e-84	243
NMB0103	NGO_00680	24.242	99	71	2	5	103	26	120	7.49e-06	40.4
NMB0104	NGO_0432	56.250	48	21	0	59	106	17	64	2.05e-15	67.8
NMB0104	NGO_0166	50.000	44	22	0	62	105	19	62	2.27e-12	60.8
NMB0104	NGO_0165	37.113	97	49	3	109	197	8	100	1.67e-10	54.3
NMB0105	NGO_1878	94.662	281	15	0	1	281	1	281	0.0	536
NMB0106	NGO_1877	97.394	307	8	0	1	307	1	307	0.0	619
NMB0106	NGO_1232	24.036	337	211	9	5	304	3	331	6.73e-16	72.8
NMB0107	NGO_1876	96.732	153	5	0	1	153	1	153	4.95e-110	305
NMB0108	NGO_1875	98.370	184	3	0	1	184	1	184	6.39e-134	371
NMB0109	NGO_1873	89.776	401	37	1	39	435	1	401	0.0	734
NMB0110	NGO_1871	98.810	168	2	0	1	168	1	168	3.00e-122	337
NMB0111	NGO_1870	97.411	309	8	0	1	309	1	309	0.0	608
NMB0111	NGO_1224	33.684	95	60	1	74	165	69	163	5.58e-08	48.1
NMB0112	NGO_1869	95.476	420	19	0	1	420	1	420	0.0	826
